"COD_UBIC_P,N,19,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","CALLE,C,35","ESQUINA,C,36","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
565,133,2984,75,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,2986,78,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,456,2997,51,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,3046,98,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,3049,93,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,494,3303,74,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,494,3305,72,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,M-B,7376,58,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,7450,98,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,133,7452,93,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,538,8199,66,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,538,8201,68,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,427,8495,57,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,427,8532,57,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,582,8603,44,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,524,8771,37,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,130,8800,52,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,130,8804,52,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,130,8851,52,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
565,524,8866,37,PARAGUAY,GRAL PACHECO,5115,5040,573597.8423700000,6139240.7954400000
566,456,101,53,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,494,129,75,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,495,141,71,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,124,650,35,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,125,673,48,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,125,683,46,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,698,76,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,702,77,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,708,76,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,710,77,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,771,80,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,191,1402,51,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,456,2089,53,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,2095,77,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,494,2653,73,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,2668,74,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,2671,74,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,2673,75,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,127,2675,75,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,404,2823,67,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,2984,77,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,2986,80,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,456,2997,53,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,3046,100,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,3049,95,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,PA,3147,11,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,PB,3148,6,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,494,3303,76,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,494,3305,74,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,M-B,7376,60,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,7450,100,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,133,7452,95,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,D2,8193,7,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,538,8199,68,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,538,8201,70,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,427,8495,59,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,427,8532,59,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,582,8603,46,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,524,8771,39,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,124 SD,8784,25,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,130,8800,54,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,130,8804,54,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,130,8851,54,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
566,524,8866,39,PARAGUAY,GUATEMALA,5115,3213,573646.5465212910,6138622.1841776800
567,427,68,39,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,456,98,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,494,121,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,495,137,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,124,647,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,125,666,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,695,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,701,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,705,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,709,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,770,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,191,1391,9,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,456,2088,11,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,124,2640,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,494,2652,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,2667,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,2670,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,2672,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,127,2674,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,404,2822,1,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,2983,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,2985,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,2992,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,456,2996,20,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,3045,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,3048,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,494,3302,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,494,3304,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,7451,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,133,7453,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,D2,8194,13,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,538,8200,11,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,538,8202,11,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,427,8496,63,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,494,8497,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,427,8533,52,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,582,8604,30,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,524,8772,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,124 SD,8785,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,130,8801,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,130,8805,19,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,130,8852,10,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
567,524,8867,20,AV GRAL RONDEAU,PANAMA,6141,5100,573747.2546000000,6138746.3935200000
568,427,68,40,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,456,98,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,494,121,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,495,137,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,124,647,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,125,666,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,695,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,701,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,705,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,709,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,770,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,187,1370,42,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,188,1382,40,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,191,1391,10,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,456,2088,12,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,187,2396,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,124,2640,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,494,2652,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,2667,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,2670,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,2672,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,127,2674,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,404,2822,2,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,2983,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,2985,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,2992,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,456,2996,21,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,3045,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,3048,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,494,3302,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,494,3304,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,7451,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,133,7453,14,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,538,8200,12,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,538,8202,12,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,427,8496,64,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,494,8497,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,427,8533,53,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,582,8604,31,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,524,8772,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,130,8801,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,130,8805,20,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,130,8852,11,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
568,524,8867,21,AV GRAL RONDEAU,CNEL FRANCISCO TAJES,6141,6759,573721.2855200000,6139095.9427600000
569,427,68,41,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,456,98,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,494,121,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,495,137,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,124,647,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,125,666,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,695,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,701,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,705,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,709,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,770,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,191,1391,11,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,456,2088,13,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,124,2640,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,494,2652,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,2667,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,2670,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,2672,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,127,2674,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,404,2822,3,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,2983,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,2985,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,2992,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,456,2996,22,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,3045,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,3048,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,494,3302,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,494,3304,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,7451,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,133,7453,15,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,D2,8194,14,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,538,8200,13,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,538,8202,13,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,456,8220,1,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,427,8496,65,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,494,8497,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,427,8533,54,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,582,8604,32,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,524,8772,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,130,8801,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,130,8805,21,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,130,8852,12,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
569,524,8867,22,AV GRAL RONDEAU,GRAL FRANCISCO CARABALLO,6141,1603,573705.4602300000,6139299.6268200000
570,456,101,55,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,494,129,77,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,495,141,73,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,124,650,37,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,125,673,50,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,125,683,48,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,698,78,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,702,79,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,708,78,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,710,79,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,771,82,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,191,1402,53,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,456,2089,55,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,2095,79,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,494,2653,75,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,2668,76,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,2671,76,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,2673,77,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,127,2675,77,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,2984,79,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,2986,82,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,456,2997,55,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,3046,102,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,3049,97,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,494,3303,78,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,494,3305,76,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,M-B,7376,62,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,7450,102,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,133,7452,97,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,538,8199,70,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,538,8201,72,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,427,8495,61,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,427,8532,61,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,582,8603,48,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,524,8771,41,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,124 SD,8784,27,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,130,8800,56,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,130,8804,56,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,130,8851,56,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
570,524,8866,41,PARAGUAY,NUEVA YORK,5115,4794,573689.1141000000,6138092.4123900000
572,D3,1536,38,RBLA SUD AMERICA,RIO BRANCO,306,6003,573410.4292028570,6137807.4404827200
572,D2,1757,7,RBLA SUD AMERICA,RIO BRANCO,306,6003,573410.4292028570,6137807.4404827200
572,PB,3148,5,RBLA SUD AMERICA,RIO BRANCO,306,6003,573410.4292028570,6137807.4404827200
573,D3,1536,39,FLORIDA,AV URUGUAY,2760,7044,573127.6932800000,6137379.1579600000
573,D2,1757,8,FLORIDA,AV URUGUAY,2760,7044,573127.6932800000,6137379.1579600000
